id,polygon,income,household_size,vehicles,number_of_workers
2824,"POLYGON ((-9234102.768417323 4858606.110800665, -9234122.768417323 4858626.110800665, -9234142.768417323 4858606.110800665, -9234102.768417323 4858606.110800665, -9234142.768417323 4858606.110800665, -9234142.768417323 4858576.110800665, -9234127.768417323 4858576.110800665, -9234127.768417323 4858591.110800665, -9234117.768417323 4858591.110800665, -9234117.768417323 4858576.110800665, -9234127.768417323 4858576.110800665, -9234102.768417323 4858576.110800665, -9234102.768417323 4858606.110800665))",23000,2,2,2
2825,"POLYGON ((-9234231.09855204 4858634.807526476, -9234251.09855204 4858654.807526476, -9234271.09855204 4858634.807526476, -9234231.09855204 4858634.807526476, -9234271.09855204 4858634.807526476, -9234271.09855204 4858604.807526476, -9234256.09855204 4858604.807526476, -9234256.09855204 4858619.807526476, -9234246.09855204 4858619.807526476, -9234246.09855204 4858604.807526476, -9234256.09855204 4858604.807526476, -9234231.09855204 4858604.807526476, -9234231.09855204 4858634.807526476))",40000,1,1,0
2826,"POLYGON ((-9235002.032094687 4858688.033618491, -9235022.032094687 4858708.033618491, -9235042.032094687 4858688.033618491, -9235002.032094687 4858688.033618491, -9235042.032094687 4858688.033618491, -9235042.032094687 4858658.033618491, -9235027.032094687 4858658.033618491, -9235027.032094687 4858673.033618491, -9235017.032094687 4858673.033618491, -9235017.032094687 4858658.033618491, -9235027.032094687 4858658.033618491, -9235002.032094687 4858658.033618491, -9235002.032094687 4858688.033618491))",50000,4,1,2
2827,"POLYGON ((-9234929.795323204 4858690.663726445, -9234949.795323204 4858710.663726445, -9234969.795323204 4858690.663726445, -9234929.795323204 4858690.663726445, -9234969.795323204 4858690.663726445, -9234969.795323204 4858660.663726445, -9234954.795323204 4858660.663726445, -9234954.795323204 4858675.663726445, -9234944.795323204 4858675.663726445, -9234944.795323204 4858660.663726445, -9234954.795323204 4858660.663726445, -9234929.795323204 4858660.663726445, -9234929.795323204 4858690.663726445))",68000,3,1,1
2828,"POLYGON ((-9235214.917176867 4858705.609148236, -9235234.917176867 4858725.609148236, -9235254.917176867 4858705.609148236, -9235214.917176867 4858705.609148236, -9235254.917176867 4858705.609148236, -9235254.917176867 4858675.609148236, -9235239.917176867 4858675.609148236, -9235239.917176867 4858690.609148236, -9235229.917176867 4858690.609148236, -9235229.917176867 4858675.609148236, -9235239.917176867 4858675.609148236, -9235214.917176867 4858675.609148236, -9235214.917176867 4858705.609148236))",101000,3,0,0
2829,"POLYGON ((-9235160.844142227 4858672.562515325, -9235180.844142227 4858692.562515325, -9235200.844142227 4858672.562515325, -9235160.844142227 4858672.562515325, -9235200.844142227 4858672.562515325, -9235200.844142227 4858642.562515325, -9235185.844142227 4858642.562515325, -9235185.844142227 4858657.562515325, -9235175.844142227 4858657.562515325, -9235175.844142227 4858642.562515325, -9235185.844142227 4858642.562515325, -9235160.844142227 4858642.562515325, -9235160.844142227 4858672.562515325))",11000,4,2,2
2830,"POLYGON ((-9235255.384644603 4858726.433755503, -9235275.384644603 4858746.433755503, -9235295.384644603 4858726.433755503, -9235255.384644603 4858726.433755503, -9235295.384644603 4858726.433755503, -9235295.384644603 4858696.433755503, -9235280.384644603 4858696.433755503, -9235280.384644603 4858711.433755503, -9235270.384644603 4858711.433755503, -9235270.384644603 4858696.433755503, -9235280.384644603 4858696.433755503, -9235255.384644603 4858696.433755503, -9235255.384644603 4858726.433755503))",20000,1,1,0
2831,"POLYGON ((-9235296.876039153 4858672.273960928, -9235316.876039153 4858692.273960928, -9235336.876039153 4858672.273960928, -9235296.876039153 4858672.273960928, -9235336.876039153 4858672.273960928, -9235336.876039153 4858642.273960928, -9235321.876039153 4858642.273960928, -9235321.876039153 4858657.273960928, -9235311.876039153 4858657.273960928, -9235311.876039153 4858642.273960928, -9235321.876039153 4858642.273960928, -9235296.876039153 4858642.273960928, -9235296.876039153 4858672.273960928))",95000,4,3,2
2832,"POLYGON ((-9235359.175337201 4858670.246462359, -9235379.175337201 4858690.246462359, -9235399.175337201 4858670.246462359, -9235359.175337201 4858670.246462359, -9235399.175337201 4858670.246462359, -9235399.175337201 4858640.246462359, -9235384.175337201 4858640.246462359, -9235384.175337201 4858655.246462359, -9235374.175337201 4858655.246462359, -9235374.175337201 4858640.246462359, -9235384.175337201 4858640.246462359, -9235359.175337201 4858640.246462359, -9235359.175337201 4858670.246462359))",73000,1,2,1
2833,"POLYGON ((-9235638.189357605 4858905.088277957, -9235658.189357605 4858925.088277957, -9235678.189357605 4858905.088277957, -9235638.189357605 4858905.088277957, -9235678.189357605 4858905.088277957, -9235678.189357605 4858875.088277957, -9235663.189357605 4858875.088277957, -9235663.189357605 4858890.088277957, -9235653.189357605 4858890.088277957, -9235653.189357605 4858875.088277957, -9235663.189357605 4858875.088277957, -9235638.189357605 4858875.088277957, -9235638.189357605 4858905.088277957))",75000,4,1,3
2834,"POLYGON ((-9235482.917758292 4858703.384794595, -9235502.917758292 4858723.384794595, -9235522.917758292 4858703.384794595, -9235482.917758292 4858703.384794595, -9235522.917758292 4858703.384794595, -9235522.917758292 4858673.384794595, -9235507.917758292 4858673.384794595, -9235507.917758292 4858688.384794595, -9235497.917758292 4858688.384794595, -9235497.917758292 4858673.384794595, -9235507.917758292 4858673.384794595, -9235482.917758292 4858673.384794595, -9235482.917758292 4858703.384794595))",82000,2,1,1
2835,"POLYGON ((-9235418.075218463 4858695.791523447, -9235438.075218463 4858715.791523447, -9235458.075218463 4858695.791523447, -9235418.075218463 4858695.791523447, -9235458.075218463 4858695.791523447, -9235458.075218463 4858665.791523447, -9235443.075218463 4858665.791523447, -9235443.075218463 4858680.791523447, -9235433.075218463 4858680.791523447, -9235433.075218463 4858665.791523447, -9235443.075218463 4858665.791523447, -9235418.075218463 4858665.791523447, -9235418.075218463 4858695.791523447))",45000,4,2,2
2836,"POLYGON ((-9235587.155183328 4858704.818989485, -9235607.155183328 4858724.818989485, -9235627.155183328 4858704.818989485, -9235587.155183328 4858704.818989485, -9235627.155183328 4858704.818989485, -9235627.155183328 4858674.818989485, -9235612.155183328 4858674.818989485, -9235612.155183328 4858689.818989485, -9235602.155183328 4858689.818989485, -9235602.155183328 4858674.818989485, -9235612.155183328 4858674.818989485, -9235587.155183328 4858674.818989485, -9235587.155183328 4858704.818989485))",31000,2,3,0
2837,"POLYGON ((-9235531.315141456 4858764.815053605, -9235551.315141456 4858784.815053605, -9235571.315141456 4858764.815053605, -9235531.315141456 4858764.815053605, -9235571.315141456 4858764.815053605, -9235571.315141456 4858734.815053605, -9235556.315141456 4858734.815053605, -9235556.315141456 4858749.815053605, -9235546.315141456 4858749.815053605, -9235546.315141456 4858734.815053605, -9235556.315141456 4858734.815053605, -9235531.315141456 4858734.815053605, -9235531.315141456 4858764.815053605))",40000,1,2,1
2838,"POLYGON ((-9235545.170308731 4858714.811576851, -9235565.170308731 4858734.811576851, -9235585.170308731 4858714.811576851, -9235545.170308731 4858714.811576851, -9235585.170308731 4858714.811576851, -9235585.170308731 4858684.811576851, -9235570.170308731 4858684.811576851, -9235570.170308731 4858699.811576851, -9235560.170308731 4858699.811576851, -9235560.170308731 4858684.811576851, -9235570.170308731 4858684.811576851, -9235545.170308731 4858684.811576851, -9235545.170308731 4858714.811576851))",110000,4,0,3
2839,"POLYGON ((-9235595.607156701 4858768.488698194, -9235615.607156701 4858788.488698194, -9235635.607156701 4858768.488698194, -9235595.607156701 4858768.488698194, -9235635.607156701 4858768.488698194, -9235635.607156701 4858738.488698194, -9235620.607156701 4858738.488698194, -9235620.607156701 4858753.488698194, -9235610.607156701 4858753.488698194, -9235610.607156701 4858738.488698194, -9235620.607156701 4858738.488698194, -9235595.607156701 4858738.488698194, -9235595.607156701 4858768.488698194))",40000,1,1,1
2840,"POLYGON ((-9235686.702949218 4858723.360969264, -9235706.702949218 4858743.360969264, -9235726.702949218 4858723.360969264, -9235686.702949218 4858723.360969264, -9235726.702949218 4858723.360969264, -9235726.702949218 4858693.360969264, -9235711.702949218 4858693.360969264, -9235711.702949218 4858708.360969264, -9235701.702949218 4858708.360969264, -9235701.702949218 4858693.360969264, -9235711.702949218 4858693.360969264, -9235686.702949218 4858693.360969264, -9235686.702949218 4858723.360969264))",123000,4,2,2
2841,"POLYGON ((-9235657.890621822 4858794.77119212, -9235677.890621822 4858814.77119212, -9235697.890621822 4858794.77119212, -9235657.890621822 4858794.77119212, -9235697.890621822 4858794.77119212, -9235697.890621822 4858764.77119212, -9235682.890621822 4858764.77119212, -9235682.890621822 4858779.77119212, -9235672.890621822 4858779.77119212, -9235672.890621822 4858764.77119212, -9235682.890621822 4858764.77119212, -9235657.890621822 4858764.77119212, -9235657.890621822 4858794.77119212))",44000,1,1,0
2842,"POLYGON ((-9235725.392757872 4858794.59640153, -9235745.392757872 4858814.59640153, -9235765.392757872 4858794.59640153, -9235725.392757872 4858794.59640153, -9235765.392757872 4858794.59640153, -9235765.392757872 4858764.59640153, -9235750.392757872 4858764.59640153, -9235750.392757872 4858779.59640153, -9235740.392757872 4858779.59640153, -9235740.392757872 4858764.59640153, -9235750.392757872 4858764.59640153, -9235725.392757872 4858764.59640153, -9235725.392757872 4858794.59640153))",137000,3,1,1
2843,"POLYGON ((-9235036.977017943 4859011.754520114, -9235056.977017943 4859031.754520114, -9235076.977017943 4859011.754520114, -9235036.977017943 4859011.754520114, -9235076.977017943 4859011.754520114, -9235076.977017943 4858981.754520114, -9235061.977017943 4858981.754520114, -9235061.977017943 4858996.754520114, -9235051.977017943 4858996.754520114, -9235051.977017943 4858981.754520114, -9235061.977017943 4858981.754520114, -9235036.977017943 4858981.754520114, -9235036.977017943 4859011.754520114))",84000,3,1,0
2844,"POLYGON ((-9234911.340815878 4858997.045740035, -9234931.340815878 4859017.045740035, -9234951.340815878 4858997.045740035, -9234911.340815878 4858997.045740035, -9234951.340815878 4858997.045740035, -9234951.340815878 4858967.045740035, -9234936.340815878 4858967.045740035, -9234936.340815878 4858982.045740035, -9234926.340815878 4858982.045740035, -9234926.340815878 4858967.045740035, -9234936.340815878 4858967.045740035, -9234911.340815878 4858967.045740035, -9234911.340815878 4858997.045740035))",79000,4,1,1
2845,"POLYGON ((-9235054.031973438 4858678.580240201, -9235074.031973438 4858698.580240201, -9235094.031973438 4858678.580240201, -9235054.031973438 4858678.580240201, -9235094.031973438 4858678.580240201, -9235094.031973438 4858648.580240201, -9235079.031973438 4858648.580240201, -9235079.031973438 4858663.580240201, -9235069.031973438 4858663.580240201, -9235069.031973438 4858648.580240201, -9235079.031973438 4858648.580240201, -9235054.031973438 4858648.580240201, -9235054.031973438 4858678.580240201))",41000,4,0,0
2846,"POLYGON ((-9235106.410221886 4858660.079073149, -9235126.410221886 4858680.079073149, -9235146.410221886 4858660.079073149, -9235106.410221886 4858660.079073149, -9235146.410221886 4858660.079073149, -9235146.410221886 4858630.079073149, -9235131.410221886 4858630.079073149, -9235131.410221886 4858645.079073149, -9235121.410221886 4858645.079073149, -9235121.410221886 4858630.079073149, -9235131.410221886 4858630.079073149, -9235106.410221886 4858630.079073149, -9235106.410221886 4858660.079073149))",91000,1,0,0
2847,"POLYGON ((-9234108.174285756 4858545.010448892, -9234128.174285756 4858565.010448892, -9234148.174285756 4858545.010448892, -9234108.174285756 4858545.010448892, -9234148.174285756 4858545.010448892, -9234148.174285756 4858515.010448892, -9234133.174285756 4858515.010448892, -9234133.174285756 4858530.010448892, -9234123.174285756 4858530.010448892, -9234123.174285756 4858515.010448892, -9234133.174285756 4858515.010448892, -9234108.174285756 4858515.010448892, -9234108.174285756 4858545.010448892))",43000,2,2,2
2848,"POLYGON ((-9234312.605537899 4858631.248502692, -9234332.605537899 4858651.248502692, -9234352.605537899 4858631.248502692, -9234312.605537899 4858631.248502692, -9234352.605537899 4858631.248502692, -9234352.605537899 4858601.248502692, -9234337.605537899 4858601.248502692, -9234337.605537899 4858616.248502692, -9234327.605537899 4858616.248502692, -9234327.605537899 4858601.248502692, -9234337.605537899 4858601.248502692, -9234312.605537899 4858601.248502692, -9234312.605537899 4858631.248502692))",40000,1,1,0
2849,"POLYGON ((-9233848.430476675 4858597.199371099, -9233868.430476675 4858617.199371099, -9233888.430476675 4858597.199371099, -9233848.430476675 4858597.199371099, -9233888.430476675 4858597.199371099, -9233888.430476675 4858567.199371099, -9233873.430476675 4858567.199371099, -9233873.430476675 4858582.199371099, -9233863.430476675 4858582.199371099, -9233863.430476675 4858567.199371099, -9233873.430476675 4858567.199371099, -9233848.430476675 4858567.199371099, -9233848.430476675 4858597.199371099))",24000,1,2,1
2850,"POLYGON ((-9234214.255527465 4859076.770000951, -9234234.255527465 4859096.770000951, -9234254.255527465 4859076.770000951, -9234214.255527465 4859076.770000951, -9234254.255527465 4859076.770000951, -9234254.255527465 4859046.770000951, -9234239.255527465 4859046.770000951, -9234239.255527465 4859061.770000951, -9234229.255527465 4859061.770000951, -9234229.255527465 4859046.770000951, -9234239.255527465 4859046.770000951, -9234214.255527465 4859046.770000951, -9234214.255527465 4859076.770000951))",20000,2,0,1
2851,"POLYGON ((-9233774.449630102 4858834.847455902, -9233794.449630102 4858854.847455902, -9233814.449630102 4858834.847455902, -9233774.449630102 4858834.847455902, -9233814.449630102 4858834.847455902, -9233814.449630102 4858804.847455902, -9233799.449630102 4858804.847455902, -9233799.449630102 4858819.847455902, -9233789.449630102 4858819.847455902, -9233789.449630102 4858804.847455902, -9233799.449630102 4858804.847455902, -9233774.449630102 4858804.847455902, -9233774.449630102 4858834.847455902))",156000,2,0,1
2852,"POLYGON ((-9234014.911534078 4858964.781808638, -9234034.911534078 4858984.781808638, -9234054.911534078 4858964.781808638, -9234014.911534078 4858964.781808638, -9234054.911534078 4858964.781808638, -9234054.911534078 4858934.781808638, -9234039.911534078 4858934.781808638, -9234039.911534078 4858949.781808638, -9234029.911534078 4858949.781808638, -9234029.911534078 4858934.781808638, -9234039.911534078 4858934.781808638, -9234014.911534078 4858934.781808638, -9234014.911534078 4858964.781808638))",36000,4,2,2
2853,"POLYGON ((-9234008.41814407 4859094.127772884, -9234028.41814407 4859114.127772884, -9234048.41814407 4859094.127772884, -9234008.41814407 4859094.127772884, -9234048.41814407 4859094.127772884, -9234048.41814407 4859064.127772884, -9234033.41814407 4859064.127772884, -9234033.41814407 4859079.127772884, -9234023.41814407 4859079.127772884, -9234023.41814407 4859064.127772884, -9234033.41814407 4859064.127772884, -9234008.41814407 4859064.127772884, -9234008.41814407 4859094.127772884))",113000,1,1,1
2854,"POLYGON ((-9233817.89864209 4859091.0620507775, -9233837.89864209 4859111.0620507775, -9233857.89864209 4859091.0620507775, -9233817.89864209 4859091.0620507775, -9233857.89864209 4859091.0620507775, -9233857.89864209 4859061.0620507775, -9233842.89864209 4859061.0620507775, -9233842.89864209 4859076.0620507775, -9233832.89864209 4859076.0620507775, -9233832.89864209 4859061.0620507775, -9233842.89864209 4859061.0620507775, -9233817.89864209 4859061.0620507775, -9233817.89864209 4859091.0620507775))",18000,2,1,1
2855,"POLYGON ((-9233906.027261598 4859083.645667815, -9233926.027261598 4859103.645667815, -9233946.027261598 4859083.645667815, -9233906.027261598 4859083.645667815, -9233946.027261598 4859083.645667815, -9233946.027261598 4859053.645667815, -9233931.027261598 4859053.645667815, -9233931.027261598 4859068.645667815, -9233921.027261598 4859068.645667815, -9233921.027261598 4859053.645667815, -9233931.027261598 4859053.645667815, -9233906.027261598 4859053.645667815, -9233906.027261598 4859083.645667815))",86000,3,1,1
2856,"POLYGON ((-9233787.27736416 4859047.3165564295, -9233807.27736416 4859067.3165564295, -9233827.27736416 4859047.3165564295, -9233787.27736416 4859047.3165564295, -9233827.27736416 4859047.3165564295, -9233827.27736416 4859017.3165564295, -9233812.27736416 4859017.3165564295, -9233812.27736416 4859032.3165564295, -9233802.27736416 4859032.3165564295, -9233802.27736416 4859017.3165564295, -9233812.27736416 4859017.3165564295, -9233787.27736416 4859017.3165564295, -9233787.27736416 4859047.3165564295))",184000,3,2,3
2857,"POLYGON ((-9233866.361912534 4859119.729486398, -9233886.361912534 4859139.729486398, -9233906.361912534 4859119.729486398, -9233866.361912534 4859119.729486398, -9233906.361912534 4859119.729486398, -9233906.361912534 4859089.729486398, -9233891.361912534 4859089.729486398, -9233891.361912534 4859104.729486398, -9233881.361912534 4859104.729486398, -9233881.361912534 4859089.729486398, -9233891.361912534 4859089.729486398, -9233866.361912534 4859089.729486398, -9233866.361912534 4859119.729486398))",55000,3,2,3
2858,"POLYGON ((-9233837.670098318 4859035.360732358, -9233857.670098318 4859055.360732358, -9233877.670098318 4859035.360732358, -9233837.670098318 4859035.360732358, -9233877.670098318 4859035.360732358, -9233877.670098318 4859005.360732358, -9233862.670098318 4859005.360732358, -9233862.670098318 4859020.360732358, -9233852.670098318 4859020.360732358, -9233852.670098318 4859005.360732358, -9233862.670098318 4859005.360732358, -9233837.670098318 4859005.360732358, -9233837.670098318 4859035.360732358))",17000,3,2,1
2859,"POLYGON ((-9234666.338434458 4858680.46791715, -9234686.338434458 4858700.46791715, -9234706.338434458 4858680.46791715, -9234666.338434458 4858680.46791715, -9234706.338434458 4858680.46791715, -9234706.338434458 4858650.46791715, -9234691.338434458 4858650.46791715, -9234691.338434458 4858665.46791715, -9234681.338434458 4858665.46791715, -9234681.338434458 4858650.46791715, -9234691.338434458 4858650.46791715, -9234666.338434458 4858650.46791715, -9234666.338434458 4858680.46791715))",14000,2,1,1
2860,"POLYGON ((-9234668.332617948 4858736.591112833, -9234688.332617948 4858756.591112833, -9234708.332617948 4858736.591112833, -9234668.332617948 4858736.591112833, -9234708.332617948 4858736.591112833, -9234708.332617948 4858706.591112833, -9234693.332617948 4858706.591112833, -9234693.332617948 4858721.591112833, -9234683.332617948 4858721.591112833, -9234683.332617948 4858706.591112833, -9234693.332617948 4858706.591112833, -9234668.332617948 4858706.591112833, -9234668.332617948 4858736.591112833))",98000,2,1,0
2861,"POLYGON ((-9234368.599891739 4858781.654413582, -9234388.599891739 4858801.654413582, -9234408.599891739 4858781.654413582, -9234368.599891739 4858781.654413582, -9234408.599891739 4858781.654413582, -9234408.599891739 4858751.654413582, -9234393.599891739 4858751.654413582, -9234393.599891739 4858766.654413582, -9234383.599891739 4858766.654413582, -9234383.599891739 4858751.654413582, -9234393.599891739 4858751.654413582, -9234368.599891739 4858751.654413582, -9234368.599891739 4858781.654413582))",89000,4,1,1
2862,"POLYGON ((-9235868.15569385 4859151.154253242, -9235888.15569385 4859171.154253242, -9235908.15569385 4859151.154253242, -9235868.15569385 4859151.154253242, -9235908.15569385 4859151.154253242, -9235908.15569385 4859121.154253242, -9235893.15569385 4859121.154253242, -9235893.15569385 4859136.154253242, -9235883.15569385 4859136.154253242, -9235883.15569385 4859121.154253242, -9235893.15569385 4859121.154253242, -9235868.15569385 4859121.154253242, -9235868.15569385 4859151.154253242))",26000,2,2,0
2863,"POLYGON ((-9235855.731443143 4858792.414981466, -9235875.731443143 4858812.414981466, -9235895.731443143 4858792.414981466, -9235855.731443143 4858792.414981466, -9235895.731443143 4858792.414981466, -9235895.731443143 4858762.414981466, -9235880.731443143 4858762.414981466, -9235880.731443143 4858777.414981466, -9235870.731443143 4858777.414981466, -9235870.731443143 4858762.414981466, -9235880.731443143 4858762.414981466, -9235855.731443143 4858762.414981466, -9235855.731443143 4858792.414981466))",27000,4,2,1
2864,"POLYGON ((-9235871.382196972 4858848.783363349, -9235891.382196972 4858868.783363349, -9235911.382196972 4858848.783363349, -9235871.382196972 4858848.783363349, -9235911.382196972 4858848.783363349, -9235911.382196972 4858818.783363349, -9235896.382196972 4858818.783363349, -9235896.382196972 4858833.783363349, -9235886.382196972 4858833.783363349, -9235886.382196972 4858818.783363349, -9235896.382196972 4858818.783363349, -9235871.382196972 4858818.783363349, -9235871.382196972 4858848.783363349))",17000,3,1,1
2865,"POLYGON ((-9234981.66379699 4858532.720618558, -9235001.66379699 4858552.720618558, -9235021.66379699 4858532.720618558, -9234981.66379699 4858532.720618558, -9235021.66379699 4858532.720618558, -9235021.66379699 4858502.720618558, -9235006.66379699 4858502.720618558, -9235006.66379699 4858517.720618558, -9234996.66379699 4858517.720618558, -9234996.66379699 4858502.720618558, -9235006.66379699 4858502.720618558, -9234981.66379699 4858502.720618558, -9234981.66379699 4858532.720618558))",17000,1,3,0
2866,"POLYGON ((-9234977.326328335 4858805.546285532, -9234997.326328335 4858825.546285532, -9235017.326328335 4858805.546285532, -9234977.326328335 4858805.546285532, -9235017.326328335 4858805.546285532, -9235017.326328335 4858775.546285532, -9235002.326328335 4858775.546285532, -9235002.326328335 4858790.546285532, -9234992.326328335 4858790.546285532, -9234992.326328335 4858775.546285532, -9235002.326328335 4858775.546285532, -9234977.326328335 4858775.546285532, -9234977.326328335 4858805.546285532))",43000,1,0,0
2867,"POLYGON ((-9234859.777858604 4858648.954553672, -9234879.777858604 4858668.954553672, -9234899.777858604 4858648.954553672, -9234859.777858604 4858648.954553672, -9234899.777858604 4858648.954553672, -9234899.777858604 4858618.954553672, -9234884.777858604 4858618.954553672, -9234884.777858604 4858633.954553672, -9234874.777858604 4858633.954553672, -9234874.777858604 4858618.954553672, -9234884.777858604 4858618.954553672, -9234859.777858604 4858618.954553672, -9234859.777858604 4858648.954553672))",29000,3,1,1
2868,"POLYGON ((-9234764.58164014 4859101.556703121, -9234784.58164014 4859121.556703121, -9234804.58164014 4859101.556703121, -9234764.58164014 4859101.556703121, -9234804.58164014 4859101.556703121, -9234804.58164014 4859071.556703121, -9234789.58164014 4859071.556703121, -9234789.58164014 4859086.556703121, -9234779.58164014 4859086.556703121, -9234779.58164014 4859071.556703121, -9234789.58164014 4859071.556703121, -9234764.58164014 4859071.556703121, -9234764.58164014 4859101.556703121))",10000,4,1,1
2869,"POLYGON ((-9234732.284910772 4858657.261346975, -9234752.284910772 4858677.261346975, -9234772.284910772 4858657.261346975, -9234732.284910772 4858657.261346975, -9234772.284910772 4858657.261346975, -9234772.284910772 4858627.261346975, -9234757.284910772 4858627.261346975, -9234757.284910772 4858642.261346975, -9234747.284910772 4858642.261346975, -9234747.284910772 4858627.261346975, -9234757.284910772 4858627.261346975, -9234732.284910772 4858627.261346975, -9234732.284910772 4858657.261346975))",21000,4,1,2
2870,"POLYGON ((-9234624.689081397 4858797.72416461, -9234644.689081397 4858817.72416461, -9234664.689081397 4858797.72416461, -9234624.689081397 4858797.72416461, -9234664.689081397 4858797.72416461, -9234664.689081397 4858767.72416461, -9234649.689081397 4858767.72416461, -9234649.689081397 4858782.72416461, -9234639.689081397 4858782.72416461, -9234639.689081397 4858767.72416461, -9234649.689081397 4858767.72416461, -9234624.689081397 4858767.72416461, -9234624.689081397 4858797.72416461))",36000,3,1,1
2871,"POLYGON ((-9234509.419773737 4859131.232317886, -9234529.419773737 4859151.232317886, -9234549.419773737 4859131.232317886, -9234509.419773737 4859131.232317886, -9234549.419773737 4859131.232317886, -9234549.419773737 4859101.232317886, -9234534.419773737 4859101.232317886, -9234534.419773737 4859116.232317886, -9234524.419773737 4859116.232317886, -9234524.419773737 4859101.232317886, -9234534.419773737 4859101.232317886, -9234509.419773737 4859101.232317886, -9234509.419773737 4859131.232317886))",37000,2,1,1
2872,"POLYGON ((-9234400.242768768 4859137.457242647, -9234420.242768768 4859157.457242647, -9234440.242768768 4859137.457242647, -9234400.242768768 4859137.457242647, -9234440.242768768 4859137.457242647, -9234440.242768768 4859107.457242647, -9234425.242768768 4859107.457242647, -9234425.242768768 4859122.457242647, -9234415.242768768 4859122.457242647, -9234415.242768768 4859107.457242647, -9234425.242768768 4859107.457242647, -9234400.242768768 4859107.457242647, -9234400.242768768 4859137.457242647))",101000,4,1,0
2873,"POLYGON ((-9235163.460489213 4858540.172723465, -9235183.460489213 4858560.172723465, -9235203.460489213 4858540.172723465, -9235163.460489213 4858540.172723465, -9235203.460489213 4858540.172723465, -9235203.460489213 4858510.172723465, -9235188.460489213 4858510.172723465, -9235188.460489213 4858525.172723465, -9235178.460489213 4858525.172723465, -9235178.460489213 4858510.172723465, -9235188.460489213 4858510.172723465, -9235163.460489213 4858510.172723465, -9235163.460489213 4858540.172723465))",28000,3,1,1
2874,"POLYGON ((-9234987.093918711 4858603.061489184, -9235007.093918711 4858623.061489184, -9235027.093918711 4858603.061489184, -9234987.093918711 4858603.061489184, -9235027.093918711 4858603.061489184, -9235027.093918711 4858573.061489184, -9235012.093918711 4858573.061489184, -9235012.093918711 4858588.061489184, -9235002.093918711 4858588.061489184, -9235002.093918711 4858573.061489184, -9235012.093918711 4858573.061489184, -9234987.093918711 4858573.061489184, -9234987.093918711 4858603.061489184))",67000,2,2,2
2875,"POLYGON ((-9234827.159056036 4858495.979920082, -9234847.159056036 4858515.979920082, -9234867.159056036 4858495.979920082, -9234827.159056036 4858495.979920082, -9234867.159056036 4858495.979920082, -9234867.159056036 4858465.979920082, -9234852.159056036 4858465.979920082, -9234852.159056036 4858480.979920082, -9234842.159056036 4858480.979920082, -9234842.159056036 4858465.979920082, -9234852.159056036 4858465.979920082, -9234827.159056036 4858465.979920082, -9234827.159056036 4858495.979920082))",84000,1,1,1
2876,"POLYGON ((-9234737.208351266 4858586.3011872545, -9234757.208351266 4858606.3011872545, -9234777.208351266 4858586.3011872545, -9234737.208351266 4858586.3011872545, -9234777.208351266 4858586.3011872545, -9234777.208351266 4858556.3011872545, -9234762.208351266 4858556.3011872545, -9234762.208351266 4858571.3011872545, -9234752.208351266 4858571.3011872545, -9234752.208351266 4858556.3011872545, -9234762.208351266 4858556.3011872545, -9234737.208351266 4858556.3011872545, -9234737.208351266 4858586.3011872545))",12000,4,2,1
2877,"POLYGON ((-9234619.213688511 4858472.318874752, -9234639.213688511 4858492.318874752, -9234659.213688511 4858472.318874752, -9234619.213688511 4858472.318874752, -9234659.213688511 4858472.318874752, -9234659.213688511 4858442.318874752, -9234644.213688511 4858442.318874752, -9234644.213688511 4858457.318874752, -9234634.213688511 4858457.318874752, -9234634.213688511 4858442.318874752, -9234644.213688511 4858442.318874752, -9234619.213688511 4858442.318874752, -9234619.213688511 4858472.318874752))",21000,3,2,1
2878,"POLYGON ((-9235484.30595982 4858639.141892101, -9235504.30595982 4858659.141892101, -9235524.30595982 4858639.141892101, -9235484.30595982 4858639.141892101, -9235524.30595982 4858639.141892101, -9235524.30595982 4858609.141892101, -9235509.30595982 4858609.141892101, -9235509.30595982 4858624.141892101, -9235499.30595982 4858624.141892101, -9235499.30595982 4858609.141892101, -9235509.30595982 4858609.141892101, -9235484.30595982 4858609.141892101, -9235484.30595982 4858639.141892101))",58000,4,0,1
2879,"POLYGON ((-9235727.866645414 4858715.459950006, -9235747.866645414 4858735.459950006, -9235767.866645414 4858715.459950006, -9235727.866645414 4858715.459950006, -9235767.866645414 4858715.459950006, -9235767.866645414 4858685.459950006, -9235752.866645414 4858685.459950006, -9235752.866645414 4858700.459950006, -9235742.866645414 4858700.459950006, -9235742.866645414 4858685.459950006, -9235752.866645414 4858685.459950006, -9235727.866645414 4858685.459950006, -9235727.866645414 4858715.459950006))",86000,3,1,1
2880,"POLYGON ((-9235280.813180888 4858497.112054921, -9235300.813180888 4858517.112054921, -9235320.813180888 4858497.112054921, -9235280.813180888 4858497.112054921, -9235320.813180888 4858497.112054921, -9235320.813180888 4858467.112054921, -9235305.813180888 4858467.112054921, -9235305.813180888 4858482.112054921, -9235295.813180888 4858482.112054921, -9235295.813180888 4858467.112054921, -9235305.813180888 4858467.112054921, -9235280.813180888 4858467.112054921, -9235280.813180888 4858497.112054921))",27000,1,2,0
